Index,Value
0,2372
1,131
2,837
3,2769
4,101
5,118
6,154
7,278
8,788
9,993
10,1225
11,1374
12,1554
13,1745
14,2076
15,2140
16,2285
17,2376
18,2466
19,2701
20,2831
21,1533
22,1887
23,1910
24,2710
25,2597
26,1202
27,850
28,1959
29,2168
30,1657
31,1232
32,384
33,1998
34,1292
35,440
36,30
37,1578
38,606
39,2698
40,1708
41,2526
42,525
43,1887
44,2373
45,2474
46,1865
47,1350
48,930
49,2964
50,525
51,2729
52,1444
53,1625
54,2410
55,2520
56,911
57,475
58,1876
59,1407
60,363
61,1498
62,1555
63,1845
64,910
65,2399
66,2971
67,1150
68,2634
69,104
70,1026
71,1688
72,2159
73,839
74,684
75,1906
76,281
77,2883
78,519
79,1470
80,1321
81,974
82,2126
83,348
84,2193
85,1064
86,1843
87,95
88,1372
89,385
90,2721
91,216
92,289
93,686
94,1562
95,2481
96,1647
97,1751
98,1070
99,2173
100,1366
101,440
102,657
103,2092
104,2315
105,253
106,11
107,1079
108,2855
109,1076
110,2935
111,1662
112,1965
113,1733
114,2764
115,2787
116,608
117,1326
118,2824
119,759
120,1371
121,167
122,640
123,2159
124,241
125,1884
126,2411
127,1478
128,2672
129,2864
130,2368
131,943
132,1523
133,1731
134,1324
135,1484
136,1989
137,832
138,490
139,2572
140,2325
141,1315
142,996
143,1690
144,509
145,2524
146,2731
147,1394
148,513
149,2244
150,2534
151,1277
152,557
153,16
154,1207
155,29
156,137
157,1463
158,451
159,2902
160,2410
161,1595
162,312
163,2777
164,2339
165,1031
166,2699
167,2416
168,1614
169,383
170,1221
171,1238
172,2463
173,1421
174,1856
175,2481
176,1564
177,487
178,26
179,1024
180,2220
181,2792
182,1796
183,1320
184,2224
185,2853
186,2257
187,2544
188,1074
189,30
190,1818
191,1173
192,2129
193,1431
194,937
195,1435
196,1915
197,680
198,589
199,2192
200,561
201,2094
202,1694
203,1325
204,1656
205,492
206,2368
207,2440
208,648
209,2113
210,615
211,1059
212,1714
213,268
214,297
215,1941
216,2591
217,2412
218,575
219,944
220,1326
221,1424
222,987
223,2656
224,2059
225,2115
226,349
227,2211
228,2638
229,2231
230,2042
231,2548
232,2846
